"YEAR","COUNTY","PLACE","CFIPS","PFIPS","Total Population",
"2006","Morgan County","Fort Morgan","87","27810","11,075",
"2008","Morgan County","Fort Morgan","87","27810","11,008",
"2007","Morgan County","Fort Morgan","87","27810","11,050",
"2009","Morgan County","Fort Morgan","87","27810","11,162",
"1990","El Paso County","Fountain","41","27865","10,754",
"2001","El Paso County","Fountain","41","27865","16,221",
"1982","El Paso County","Fountain","41","27865","8,940",
"2006","El Paso County","Fountain","41","27865","21,786",
"1981","El Paso County","Fountain","41","27865","8,651",
"1991","El Paso County","Fountain","41","27865","10,441",
"2005","El Paso County","Fountain","41","27865","19,794",
"1980","El Paso County","Fountain","41","27865","8,324",
"1987","El Paso County","Fountain","41","27865","10,231",
"1988","El Paso County","Fountain","41","27865","10,204",
"1999","El Paso County","Fountain","41","27865","14,944",
"1992","El Paso County","Fountain","41","27865","10,922",
"1989","El Paso County","Fountain","41","27865","10,079",
"1985","El Paso County","Fountain","41","27865","9,737",
"2004","El Paso County","Fountain","41","27865","18,453",
"1998","El Paso County","Fountain","41","27865","14,611",
"2000","El Paso County","Fountain","41","27865","15,356",
"1996","El Paso County","Fountain","41","27865","13,929",
"2002","El Paso County","Fountain","41","27865","17,059",
"1984","El Paso County","Fountain","41","27865","9,424",
"1983","El Paso County","Fountain","41","27865","9,145",
"1986","El Paso County","Fountain","41","27865","9,957",
"1994","El Paso County","Fountain","41","27865","12,773",
"2003","El Paso County","Fountain","41","27865","17,681",
"1997","El Paso County","Fountain","41","27865","14,260",
"1993","El Paso County","Fountain","41","27865","11,307",
"1995","El Paso County","Fountain","41","27865","13,487",
"2009","El Paso County","Fountain","41","27865","25,076",
"2007","El Paso County","Fountain","41","27865","23,149",
"2008","El Paso County","Fountain","41","27865","24,380",
"1997","Otero County","Fowler","89","27975","1,209",
"1980","Otero County","Fowler","89","27975","1,227",
"2003","Otero County","Fowler","89","27975","1,191",
"1985","Otero County","Fowler","89","27975","1,194",
"2002","Otero County","Fowler","89","27975","1,181",
"1981","Otero County","Fowler","89","27975","1,249",
"2006","Otero County","Fowler","89","27975","1,182",
"2005","Otero County","Fowler","89","27975","1,186",
"1996","Otero County","Fowler","89","27975","1,197",
"2001","Otero County","Fowler","89","27975","1,192",
"1999","Otero County","Fowler","89","27975","1,206",
"1991","Otero County","Fowler","89","27975","1,171",
"1986","Otero County","Fowler","89","27975","1,176",
"2004","Otero County","Fowler","89","27975","1,187",
"1988","Otero County","Fowler","89","27975","1,165",
"1992","Otero County","Fowler","89","27975","1,173",
"1990","Otero County","Fowler","89","27975","1,154",
"1995","Otero County","Fowler","89","27975","1,216",
"1987","Otero County","Fowler","89","27975","1,164",
"1982","Otero County","Fowler","89","27975","1,272",
"2000","Otero County","Fowler","89","27975","1,209",
"1983","Otero County","Fowler","89","27975","1,244",
"1993","Otero County","Fowler","89","27975","1,182",
"1998","Otero County","Fowler","89","27975","1,206",
"1994","Otero County","Fowler","89","27975","1,196",
"1989","Otero County","Fowler","89","27975","1,170",
"1984","Otero County","Fowler","89","27975","1,194",
"2009","Otero County","Fowler","89","27975","1,178",
"2008","Otero County","Fowler","89","27975","1,173",
"2007","Otero County","Fowler","89","27975","1,172",
"1998","Arapahoe County","Foxfield","5","28105","711",
"1984","Arapahoe County","Foxfield","5","28105","0",
"1993","Arapahoe County","Foxfield","5","28105","0",
"1982","Arapahoe County","Foxfield","5","28105","0",
"1990","Arapahoe County","Foxfield","5","28105","0",
"1987","Arapahoe County","Foxfield","5","28105","0",
"1988","Arapahoe County","Foxfield","5","28105","0",
"1995","Arapahoe County","Foxfield","5","28105","553",
"2000","Arapahoe County","Foxfield","5","28105","719",
"1980","Arapahoe County","Foxfield","5","28105","0",
"2004","Arapahoe County","Foxfield","5","28105","686",
"2002","Arapahoe County","Foxfield","5","28105","705",
"2003","Arapahoe County","Foxfield","5","28105","689",
"1997","Arapahoe County","Foxfield","5","28105","557",
"2001","Arapahoe County","Foxfield","5","28105","719",
"2006","Arapahoe County","Foxfield","5","28105","685",
"1985","Arapahoe County","Foxfield","5","28105","0",
"1991","Arapahoe County","Foxfield","5","28105","0",
"1981","Arapahoe County","Foxfield","5","28105","0",
"1996","Arapahoe County","Foxfield","5","28105","541",
"1986","Arapahoe County","Foxfield","5","28105","0",
"1989","Arapahoe County","Foxfield","5","28105","0",
"1994","Arapahoe County","Foxfield","5","28105","0",
"2005","Arapahoe County","Foxfield","5","28105","683",
"1999","Arapahoe County","Foxfield","5","28105","731",
"1992","Arapahoe County","Foxfield","5","28105","0",
"1983","Arapahoe County","Foxfield","5","28105","0",
"2008","Arapahoe County","Foxfield","5","28105","692",
"2009","Arapahoe County","Foxfield","5","28105","683",
"2007","Arapahoe County","Foxfield","5","28105","682",
"1989","Grand County","Fraser","49","28305","579",
"1998","Grand County","Fraser","49","28305","841",
"2004","Grand County","Fraser","49","28305","974",
"1995","Grand County","Fraser","49","28305","727",
"1993","Grand County","Fraser","49","28305","648",
"1992","Grand County","Fraser","49","28305","625",
"1985","Grand County","Fraser","49","28305","665",
"1999","Grand County","Fraser","49","28305","880",
"1986","Grand County","Fraser","49","28305","661",
"1990","Grand County","Fraser","49","28305","573",
"1996","Grand County","Fraser","49","28305","771",
"2000","Grand County","Fraser","49","28305","886",
"2006","Grand County","Fraser","49","28305","1,032",
"1987","Grand County","Fraser","49","28305","641",
"1991","Grand County","Fraser","49","28305","608",
"2002","Grand County","Fraser","49","28305","906",
"1981","Grand County","Fraser","49","28305","504",
"1984","Grand County","Fraser","49","28305","632",
"1983","Grand County","Fraser","49","28305","563",
"2005","Grand County","Fraser","49","28305","983",
"1982","Grand County","Fraser","49","28305","548",
"2003","Grand County","Fraser","49","28305","952",
"2001","Grand County","Fraser","49","28305","906",
"1994","Grand County","Fraser","49","28305","680",
"1980","Grand County","Fraser","49","28305","470",
"1988","Grand County","Fraser","49","28305","607",
"1997","Grand County","Fraser","49","28305","805",
"2008","Grand County","Fraser","49","28305","1,039",
"2009","Grand County","Fraser","49","28305","1,042",
"2007","Grand County","Fraser","49","28305","1,064",
"2004","Weld County","Frederick","123","28360","5,884",
"1981","Weld County","Frederick","123","28360","881",
"1983","Weld County","Frederick","123","28360","947",
"1996","Weld County","Frederick","123","28360","1,757",
"2000","Weld County","Frederick","123","28360","2,830",
"1991","Weld County","Frederick","123","28360","1,032",
"1992","Weld County","Frederick","123","28360","1,091",
"1987","Weld County","Frederick","123","28360","999",
"1982","Weld County","Frederick","123","28360","916",
